,CoinText,CoinDate
3660,"""I'm really excited for my Mother's Day gift,"" deadpanned Maye Musk, mother of billionaire Elon Musk. ""I just hope it's not dogecoin.""""It is,"" the Tesla and SpaceX CEO joked.Musk, the billionaire trying to ferry people to Mars and build electric cars for Earth, hosted NBC’s ""Saturday Night Live"" program on, uh, Saturday night. As expected, the meme cryptocurrency dogecoin came up. During the ""Weekend Update"" segment (a parody of news shows), Musk explained cryptocurrency generally to the NBC show's audience, before hosts Michael Che and Colin Jost repeatedly asked him, ""What is dogecoin?""So ""it's a hustle,"" Che said after Musk noted that dogecoin began as a joke (Musk said it is, and then said it's going to the moon). Musk was introduced as a cryptocurrency expert named “Lloyd Ostertag.”In the show's final sketch, Musk joked about creating a currency based on ""whatever I say,"" before the show (briefly) explained the fiat monetary system.Doge traded hands at $0.50 as of press time, falling 22% after the show began at 11:30 p.m. New York time. On a 24-hour basis, it was down nearly 30%.Dogecoin, the cryptocurrency Musk is fond of tweeting about, has gone on a tear this year, up more than 130-fold. From Sunday through Saturday evening, just before the show started, the DOGE price had jumped 73%, ostensibly on speculation the joke token might get a boost from Musk's appearance on ""SNL."" Barry Silbert, the founder of Digital Currency Group (DCG), disclosed Saturday the company is betting dogecoin's price will fall. DCG is the parent company of CoinDesk.Many of the recent price pumps have been attributed to Musk: There is often a sharp increase in price immediately after he tweets about it. While the cryptocurrency was started as a joke, its rise this year has outstripped much of the broader digital-asset market. Bitcoin, for example, has doubled this year, so DOGE has gained some 65 times faster.  As a result, the Shiba Inu-represented crypto now has a market capitalization of more than $80 billion, roughly on par with France's largest bank, BNP Paribas, despite there still being just a few outlets so far that accept DOGE for payment. Still, acceptance seems to be growing. For instance, the National Basketball Association's Dallas Mavericks, which accepts the cryptocurrency for merchandise.Despite Musk's Twitter support for dogecoin, perhaps it's telling that he hasn’t actually put any of his company’s money in that cryptocurrency – unlike his buying bitcoin. Musk’s Tesla put $1.5 billion in bitcoin on its balance sheet, later selling $272 million worth during the first quarter of this year. This week Musk warned his Twitter followers to “invest with caution” this week, saying crypto should be considered a fun speculation tool. “People should not invest their life savings in cryptocurrency, to be clear,” Musk said. “I think that’s unwise.”UPDATE (May 9, 2021, 05:05 UTC): Updated with information from additional sketches.",2021-05-09
3661,"Toronto-based bitcoin miner Bitfarms will soon be coming to the Nasdaq exchange.Nasdaq has approved the company's common stock listing under the ticker BITF on the Nasdaq Global Market, according to a press release.  Nasdaq's market has three tiers that each feature different levels of capital and financial requirements. The tier requiring higher financial levels and larger cash flows is the Nasdaq Global Select, followed by Nasdaq Global Markets and Nasdaq Capital Market.Bitfarms stock on the TSX Venture Exchange, formerly listed as BFARF, will adopt the new ticker.Once Bitfarms shares are cleared for electronic settlement (the last step in the listing process), the shares will be live for trading.Bitfarms listing is emblematic of the increasing legitimacy the bitcoin mining industry has experienced lately alongside bitcoin itself.",2021-05-07
3662,"Bad news became good news on Friday for risk assets from stocks to bitcoin. The U.S. economy added 266,000 jobs in April, missing estimates of a 1 million gain. The weak jobs report reinforced expectations of continued easy money policy at the Federal Reserve, which sent bitcoin (BTC) higher by about 2% over the past 24 hours. The S&P 500 and Nasdaq also ended the day in the green while safe havens such as Treasury bonds sold off. The April jobs miss suggests a fragile economic recovery, which means easy money from the Fed could continue to fuel the rally across risk assets. Fed Chair Jerome Powell has stated that rising inflation is transitory and whether the U.S. central bank's tightening policy will depend on a variety of factors including labor market conditions.“The reaction from bitcoin is undeniable,"" said Mati Greenspan, founder of Quantum Economics, in his daily newsletter. ""Even gold and silver hit fresh highs."" Speculation is prompting funds to flow beyond bitcoin as altcoins take the lead.Read More: Ethereum Classic’s ‘Irrational’ Price Tripling Bears Hallmark of Dogecoin Frenzy“During the last round of stimulus, there was a lot of talk about people putting the funds directly into bitcoin. This time, it’s dogecoin,” according to Greenspan.Bitcoin bounced above $57,000 around the time of the release of the U.S. jobs report. The cryptocurrency was trading around $58,000 at the time of writing and is holding support on intraday and daily time frames. Technical charts imply that bitcoin will likely trade higher over the weekend and through next week, although further momentum is needed to push prices past $60,000. For now, as bitcoin consolidates, traders are turning their attention to altcoins. It’s definitely altcoin season, evidenced by the bitcoin dominance ratio declining below the 50% threshold. The ratio measures the total market cap of BTC versus the market cap of the entire cryptocurrency market. Bitcoin dominance is currently at the lowest level since July 2018. “Historically, bitcoin reaches its all-time-high and then drops, which starts an alt season,” wrote Adam Morris, co-founder of Crypto Head, a cryptocurrency education website, in an email. “It’s coins like this that are first to drop 95% in a market crash, which has already happened in the 2018 crash,” wrote Morris referring to the popularity around dogecoin, which is now the fourth-largest cryptocurrency by market cap. “On the other hand, it's likely that ethereum will keep rising and if history repeats itself we'll probably see it all-time-high towards the end of the year,” Morris wrote.Ether futures volume approached $1 billion on Tuesday as the second largest cryptocurrency by market cap broke above $3,500. ETH is up about 28% over the past seven days compared to BTC’s gain of 1.5%. Higher volumes in the futures market suggests growing interest from sophisticated traders who wish to hedge or speculate on price movements.In the options market, traders anticipate higher ETH volatility relative to BTC, evidenced by the one-month ETH-BTC implied volatility spread. Digital assets on the CoinDesk 20 are mostly higher Thursday. Notable winners as of 21:00 UTC (4:00 p.m. ET):Notable losers:Equities:Commodities:Bonds:",2021-05-07
3663,"Ethereum classic (ETC), the not-really-like-ether (ETH) sibling of the Ethereum blockchain’s native cryptocurrency, is on track for the best weekly performance in its four-year history, with prices nearly tripling since Sunday. Analysts in the digital-asset market say the price move likely reflects a speculative fever among retail traders rather than deeply informed bets on the Ethereum Classic blockchain’s future technological potential. The dynamic might show that the just-for-fun yucks of trading the joke token dogecoin (DOGE) (which bears the hallmark of this year’s frenzy in GameStop shares on Wall Street) might be spilling over to almost-left-for-dead cryptocurrency projects from the last big bull market in 2017. Few professional cryptocurrency-market analysts see Ethereum Classic as possessing the disruptive potential of Ethereum or other up-and-coming blockchains like Binance Smart Chain or even Cardano. But to retail traders looking to bet on price-go-up, the ETC tokens might be looking pretty good, and cheap. “I think a lot of the interest has to do with the fact that dogecoin has moved so much and U.S. retail is looking for the next big asset,” Joshua Frank, co-founder and CEO of crypto data firm The TIE, which tracks social media interest in digital-asset markets.At press time, ethereum classic is changing hands at $133.72, up 7.96% in the past 24 hours.Ethereum Classic was born out of a contentious split from Ethereum in 2017, known in blockchain lingo as a “hard fork."" However, it quickly lost the support of the larger Ethereum software-developer community and has never attained a similar level of respect among industry executives and investors. The project’s market capitalization is less than one-twentieth of Ethereum’s $409 billion and it has been the victim of several 51% attacks. Yet, that hasn't stopped ETC's price from shooting up for eight straight days in the current bull market. For instance, the ETC price rose 47% on May 5, according to data from Coinbase and TradingView.The ETC growth is also supported by trading activity: Trading volume for ethereum classic on Thursday surged above $10 billion on Upbit, a Korean cryptocurrency exchange, according to data from CoinMarketCap.“It’s a crazy, irrational market now,” Ki Young Ju, the chief executive of South Korea-based blockchain data firm CryptoQuant, said. “People will learn.”Bitcoin’s rally since the beginning of last year could be mainly attributed to institutional investors in North America. Some of them have argued that bitcoin (BTC), the largest cryptocurrency (with a market capitalization of about $1.1 trillion) might work well as a hedge against inflation in the wake of trillions of dollars of coronavirus-prompted monetary stimulus from central banks around the world. Ethereum classic’s gains, by contrast, appear to be largely driven by retail investors in both the West and East, according to analysts. That’s similar to the driving force behind the meme-centered dogecoin. The TIE’s Frank says he noticed ethereum classic was trading at more than a 50% premium on U.S.-based, retail-focused crypto trading platforms including Robinhood and Coinbase, compared with prices at roughly the same time on other native cryptocurrency exchanges such as Binance. The observation suggests rising demand for the ETC token from retail investors in the U.S.“If institutions were behind the move, I don't think you would have seen such a large spread in price between major exchanges with the retail-focused platforms having such a significant price premium,” Frank said.The number of tweets about ethereum classic and bitcoin cash (BCH), a token created from a hard fork of the Bitcoin blockchain, has soared in the past week, another indication “a mass market” could be behind the outperformance, said Frank.Robinhood currently supports seven cryptocurrencies on its platform: bitcoin, bitcoin cash, bitcoin sv (BSV), dogecoin, ether, ethereum classic and litecoin (LTC), according to its website. Among those, only ETC and dogecoin have outperformed both bitcoin and ether on a year-to-date basis.In South Korea, where ETC’s trading volume is surging on the Upbit exchange, investors behind the rally are only looking at profits in the short term, Ju said.“There are no institutional investors in Korea,” Ju said. “Koreans are seeking cheap coins that look likely to be pumped.”Analysts expressed concern investors would get hurt eventually by the recent speculative fervor in these lesser cryptocurrencies. After the pump comes the dump, the thinking goes. “Investors will get burned at some point, but this could go on for a while,” Frank said.Thursday on Twitter, @SecretOfCrypto, who has more than 176,000 followers, tweeted that cryptocurrency markets are in a phase where ether has outperformed bitcoin and new money has started flowing into other large-cap tokens seen as having more room to spike in price.“Memes are everywhere,” according to the tweet. “Everyone is super excited and you feel the mania in the air.""",2021-05-07
3664,"Cryptocurrency and blockchain technology are transforming the world of finance. More than 21 million U.S. adults own assets like bitcoin or ethereum, crypto credit cards are growing in popularity, and artists are making thousands of dollars selling non-fungible tokens (NFTs). These products and positions all raise tax implications that too often go unconsidered. Purchasing an NFT with bitcoin? Taxable. Trading your dogecoin for ethereum? Taxable. Using your staking income to buy a coffee from a vendor accepting crypto? Taxable.You get the idea. Taxes around cryptocurrency can be complicated. Whether you’ve just started dabbling in the world of crypto or you're a long-time believer, it’s important to understand how cryptocurrency tax reporting works so that you can stay compliant and enable this transformative innovation to continue to thrive.There’s a common misconception that you have to report crypto taxes only when you sell your crypto for fiat currency. While that is indeed a taxable event, it’s not the only activity that you need to include on your return.For most people who invest and trade cryptocurrency, it’s taxed as property much like stocks. That means you’ll have to report capital gains or losses on Form 8949 for the following activities:It’s also possible to have received cryptocurrency as income. These interactions will need to be reported on a separate part of your return:Failure to report any of the taxable events will likely result in an Internal Revenue Service audit. For the first time this year, the IRS has placed a question at the top of Form 1040 that asks “[a]t any time during 2020, did you receive, sell, send, exchange, or otherwise acquire any financial interest in any virtual currency?”  So, if you’ve done any of the above taxable crypto activities, it’s in your best interest to answer that question honestly and report your taxes on the proper forms. It should be noted that more and more exchanges are starting to report crypto activities to the IRS through From 1099-B, which means the IRS is already aware of some of your activities.Good news! Just because you own crypto doesn’t mean you owe taxes. If you bought crypto and haven’t disposed of it, you have no taxable activity to report. Nontaxable activities include:While donating cryptocurrency is not a taxable event, it is recommended that you do report the donations on your tax return because you may be eligible for the itemized charitable deduction.Cryptocurrency provides the unique opportunity of being able to appreciate wealth over time while saving money on taxes. Because wash sale rules don’t apply to cryptocurrency, you can enjoy the tax advantages of offsetting taxable gains with investment losses and immediately buy back the same asset to maintain your position in the asset (i.e. continue to hodl). The rate cryptocurrency is taxed at depends on how long you held the asset for and your annual income. If you held the asset for less than one year, your cryptocurrency gains will be taxed as a short-term capital gain at the same rate as your ordinary income, with a range of 10% - 37%.  If you held the asset for more than one year, it will be taxed at the long-term capital gains tax rate, with a range of 0% - 20%.That’s right! While a bummer at the time, capital losses can be used to offset your gains and reduce the amount of taxes you could owe!  Savvy crypto investors are well aware of the tax implications of their trades throughout the year – and they use that to their advantage through a strategy called tax-loss harvesting.And, even if you don’t have capital gains to offset, tax-loss harvesting could still be beneficial as a capital loss deduction from your income.Step 1: To start, you’ll need a list of all your exchanges and transactions, including any 1099 forms received from exchanges.Step 2: Next, calculate your capital gains and losses by subtracting your cost-basis, or the price you bought the asset at, from the price you sold the asset at (Capital Gain or Loss = Selling Price - Cost-Basis).Step 3: Fill out your capital gains and losses on IRS Form 8949 for all events taxable as property.Step 4: Transfer totals from your IRS 8949 to Form 1040 Schedule D.Step 5: Fill out any remaining cryptocurrency income on Form 1040 (remember, this is from mining or staking, air drops, or getting paid in crypto).That’s it! At least for most people. If you are a higher volume trader, the process gets much more complex and it’s recommended that you use crypto tax automation software to calculate your gains and losses.Keep in mind that the more attention you pay to the tax implications of your crypto transactions year round, the easier you’ll have it come tax time. Not only that, but by making strategic trades in loss positions, you can reduce your tax liability – or even get a tax refund! Your future self will thank you later. ",2021-05-07
3665,"Exchange-traded fund (ETF) startup VanEck has filed for an ether-based ETF, public records show.The company, which currently has a proposed bitcoin ETF under review by the Securities and Exchange Commission (SEC) proposed an ether ETF on Friday that would allow retail and institutional traders to gain exposure to the world's second-largest cryptocurrency by market cap without requiring them to directly invest in it. VanEck intends to work with Cboe BZX Exchange on the offering. The same exchange is providing support for VanEck's proposed bitcoin ETF. The SEC has postponed any decision on VanEck's bitcoin ETF proposal to next month. In the past, the SEC has taken as much time as it legally can, about 240 days, to evaluate ETF proposals. The federal securities regulator has yet to approve an ETF in the U.S.If VanEck's proposal is approved, this would be the U.S.'s first ether ETF, but not the first in North America. Canadian regulators have already approved several ether ETFs. WisdomTree, another company hoping to launch a bitcoin ETF in the U.S., has also listed an ether exchange-traded product in Germany and Switzerland.",2021-05-07
3666,"Marathon Digital Holdings’ (MARA) new mining pool has mined a bitcoin block that is “fully compliant with U.S. regulations,” meaning the company has started excluding transactions from entities it believes are sanctioned by the U.S. Department of Treasury or have been involved in dark web activity.The Marathon OFAC pool, which was first announced in late March, “refrains from processing transactions from those listed on the U.S. Department of Treasury’s Specially Designated Nationals and Blocked Persons List (SDN)” to stay “compliant with U.S. regulatory standards,” according to the company.Marathon said it is addressing a concern among “many large funds and corporations"" that have"" expressed interest in purchasing bitcoin” by marketing its mined bitcoin as OFAC-compliant. Marathon spokesman Jason Assad confirmed that the firm's first OFAC pool block censored some transactions, but didn’t specify which ones.“By excluding transactions between nefarious actors, we can provide investors and regulators with the peace of mind that the bitcoin we produce is ‘clean’, ethical and compliant with regulatory standards,” Marathon said in a statement.It should be noted that Marathon is mining “compliant” blocks of its own volition and that nothing in the current U.S. regulatory or legal code explicitly mandates that practice for miners. The company uses DMG’s Walletscore blockchain surveillance software to filter transactions, Assad told CoinDesk. The blacklist is “based on information provided by the U.S. Department of the Treasury and Office of Foreign Assets Control, databases of OFAC restricted cryptocurrency addresses, as well as other sources including the dark web,” he said.Iran, which is included on OFAC’s sanctions list, is a hotbed of bitcoin adoption, partly in response to the pressures sanctions place on its citizens. (Notably but unrelated, Iran’s government just said that only bitcoin produced in Iran is legal to trade.)The practice of censoring transactions, sanctioned or otherwise (put another way, excluding them from blocks because of the sender’s presumed identity), is a subject of heated debate within the Bitcoin community. Satoshi Nakamoto designed Bitcoin mining to facilitate permissionless and censorship resistant transfers of value, but initiatives like Marathon's undermine that feature for no reason, critics say.""It is totally against the Bitcoin ethos as they are trying to make it a permissioned protocol instead of open for all,"" said Ben Carman, a Bitcoin Core and Suredbits developer.He also said Marathon's approach doesn't make sense. ""They are mining blocks that will not have the highest fee transactions, but (are) still on top of blocks with transactions they deem 'bad,' giving them more security,"" he said.Others also questioned the practicality of making a compliance claim.Indeed, despite Marathon’s surveillance, transactions from a Russian dark web market, Hydra, were still processed in the “clean” block.Further, shortly after Marathon blazoned the “clean” block on social media, bitcoiners from Iran and around the world began to send bitcoin to the address that received the Marathon “clean” block reward. The gesture was meant to display how easy it is to undermine Marathon’s initiative (and thus demonstrate how futile the chase is for “clean” coins).Miners speaking to CoinDesk from other pools declined to go on the record about Marathon and its compliance push, but the sentiment was generally negative. One miner laughed at the notion, while another called it a manufactured issue.Marathon began directing its hashrate, or computer processing power, to the OFAC pool on May 1 and mined its first block on May 5, Bitcoin block 682170. That block’s transaction fee reward, 0.05 BTC (worth less than $3,000 at the time) is substantially less than the fees collected in the blocks before or after it (both of which were 0.31 BTC or ~$17,800). Block 682172 included 0.48 BTC for nearly $28,000.BitMEX Research’s diagnosis notes that the block “contained 0.00330944 BTC less transaction fees than expected.” The block excluded a number of transactions that BitMEX’s own hypothetical template would have included, which “could indicate censorship,” the post said. Interestingly, it also included many transactions that BitMEX’s model excluded because their fees were too low to be considered a priority. That could indicate “out-of-band payments” for the fee, BitMEX says, which are under-the-table payments that are not included in the payer’s transaction.If Marathon is not receiving out-of-band fees, then so far its “compliant” blocks are netting significantly less in transaction fees. That portion of the block reward has become increasingly important for miner profits as bitcoin’s block subsidy has dwindled to its current rate of 6.25 BTC per block and demand for bitcoin has grown.Marathon’s block occurred only a minute after the one before, which could explain the block’s lower fee reward and transaction count. Marathon, however, still used it to censor transactions that, for other miners, would have gone through.",2021-05-07
3667,"Gustavo Filgueiras, a 25-year-old businessman in Brazil, began trading cryptocurrencies in 2019 after seeing an acquaintance’s crypto investment portfolio.“I like high-risk investments because they usually result in higher profits. As a consequence, crypto caught my eye,” Filgueiras said. Filgueiras knows 15 or so crypto investors in Brazil,  the majority of whom are day traders looking for quick gains. A few use crypto for savings or as a store of value, he said.Crypto is booming in Brazil, fueled by day traders like Filgueiras and his colleagues eager to take advantage of the ongoing bull market. Regulators, however, have yet to catch up. Save for a few tax requirements, Brazil’s crypto industry remains largely unregulated.Brazil's largest bitcoin exchange reported record trading volumes in the first quarter of 2021. Locals say they're interested in making a profit off the asset class. This is part of a larger regional trend: Other South American countries like Colombia and Argentina are seeing an explosion of interest in crypto as retail traders take advantage of crypto as an investment, remittance tool or store of value. Brazil, the largest economy in Latin America, is struggling to contain the COVID-19 outbreak. It is one of the countries hit hardest by the pandemic, trailing the U.S. and India. The country’s president, Jair Bolsonaro, is facing a criminal investigation for his controversial response to the pandemic. The economy is at risk of not recovering quickly from the recession that followed the first wave of the pandemic, while experts predict a spike in the inflation rate.  Against this backdrop of  political and economic uncertainty, institutional and retail traders alike are piling into crypto. Their interest was bolstered by the launch of two crypto exchange-traded funds (ETFs) earlier this year.In the first quarter of 2021 alone, the country’s largest bitcoin exchange, Mercado Bitcoin, (with around 2.7 million users) traded almost $5 billion in crypto on its platform.This year’s volume so far is larger than the volume traded on the platform between 2013 and 2020, Mercado CEO Reinaldo Rabelo told CoinDesk. Through all of 2020 the platform traded just $1.2 billion.  Mercado Bitcoin was able to complete its first fundraising round this year, led by GP Investments and Parallax, and secured a $40 million investment to expand to other markets, Rabelo said. As part of this investment plan, Mercado agreed to buy Blockchain Academy, the largest crypto school in Brazil. “In the Brazilian market, the recent growth is due to the institutionalization of the subject, stimulated by the Coinbase [public listing], which led banks and even Brazil’s stock exchange B3, to make positive statements about investments in cryptocurrencies,” Rabelo said. Meanwhile, other big players in the region have moved in. In December, Mexico-based Bitso raised $62 million – a hefty portion of which was dedicated to expansion into Brazil. The firm launched operations in Brazil last week but did not answer specific questions about its volume in South America’s largest nation by press time. Argentinian crypto exchange Ripio began operations in Brazil in 2016. According to Juan Mendez, chief brand officer at Ripio, the platform had a couple of hundred users in Brazil at the beginning. Although Ripio saw impressive growth in Argentina in the last few years, adoption in Brazil was relatively slow, according to Mendez. But the numbers really started to pick up last year. “Since November 2020 we have seen an incremental growth in volume, and our user base is growing 10% month over month. That's a great sign that adoption is growing steadily in Brazil,” Mendez said. In January 2021, Ripio acquired Brazil’s second-largest crypto exchange, BitcoinTrade, to expand its presence in the country.In February, Brazilian asset manager Hashdex announced the launch of one of the world’s first crypto exchange-traded funds. The ETF created by Hashdex and Nasdaq, tracks the Nasdaq crypto index, and allows investors to access a diversified crypto portfolio in one transaction. The ETF began trading on the Sao Paulo-based stock exchange B3 in late April. In March, the Brazilian securities and exchange commission also approved a bitcoin ETF created by Latin American blockchain investment firm QR Capital. “We’re seeing lots of demand for bitcoin at what is the beginning of institutional adoption in Brazil. So we have a very strong expectation about this product,” Fernando Carvalho, CEO of QR Capital, told CoinDesk, adding the ETF will start trading on B3 in late May. According to Carvalho,  the 2020 bitcoin price run.was one reason for the increasing demand for bitcoin in Brazil through the pandemic. The demand spiked even more as the country’s central bank brought down its key interest rate to a historic low of 2% in August, and people began looking for alternative investments. Further, in 2020 Brazil’s inflation rate rose to over 5% for the first time in four years as the pandemic raged. In March, the central bank began raising interest rates to try to bring inflation back to its 3.75% target.  “In Brazil they had bad inflation numbers in 2020. This year didn’t start with very promising numbers either. Most of our staff, and also users in Brazil, chose crypto as a store of value and as an asset to invest in,” Mendez said.  Despite the growing use of cryptocurrencies in Brazil, the regulatory framework has been inconsistent. In 2014, Brazil’s tax authority, RFB, declared that virtual currencies will be subject to capital gains, but only if more than 35,000 Brazilian real (US$6,670) was involved in the settlement. In 2019, the RFB published guidance, requiring crypto traders to report transactions exceeding 30,000 real ($7,600 at the time) to the national treasury. Shortly before publishing new tax requirements, Brazil’s financial authorities also announced a fintech regulatory sandbox. According to Carvalho, 32 projects applied for approval for the testing environment and more than six of them are blockchain-based projects. The sandbox will select seven projects to test fintech services for a period of one year, he added. Crypto firms in the country are open to the proactive regulation of the space, Carvalho said. Businesses have been suffering from the lack of clarity in regulations, particularly because local banks are reluctant to work with crypto firms. In 2018, major local banks suddenly shut down accounts connected to crypto platforms in the country, leading to an investigation by Brazil’s antitrust authority. The banks denied they had worked together to halt services to crypto firms, claiming the accounts were closed because of violations of anti-money laundering (AML) requirements. The investigation was ongoing as of last year.Last year, Brazilian Senator Soraya Thronicke proposed a series of laws that could bring some legal clarity to Brazil’s unregulated crypto space, and could also hold scammers and fraudsters accountable. But there has been no update on the status of the proposed bill since then. “This is something that's moving really slow, in my opinion, it will probably not evolve at a very high speed because there's a lot of lack of knowledge about the technology,” Carvalho said. Filgueiras added that innovative initiatives, crypto or otherwise, tend to be viewed with skepticism in Brazil. “I believe we have a long road ahead of us, given that groundbreaking ventures still struggle a lot. I hope it changes soon, but I doubt it,” Filgueiras said.  ",2021-05-07
3668,"Turkish crypto exchanges will have to report purchases exceeding 10,000 Turkish lira (around $1,200) to financial authorities under upcoming anti-money laundering (AML) regulations, according to Turkish Finance and Treasury Minister Lütfi Elvan, who discussed the rules on CNN Turkey Thursday night.The Turkish government vowed to swiftly regulate the local crypto industry after two local cryptocurrency exchanges shut down operations overnight within days of each other in April, prompting an international manhunt for the CEO of one platform. Shortly after the incidents, Şahap Kavacıoğlu, the head of Turkey’s central bank, said that crypto regulations were coming soon, although he said an outright ban was unlikely.  On May 1, Turkey added crypto platforms to the list of firms covered by AML regulations. On Thursday night, Elvan said that he doesn't see the need to rush regulations and that they should be considered and implemented carefully. Elvan added that MASAK, Turkey’s financial crimes investigation board, has been given the authority to oversee compliance with the regulations. According to Tansel Kaya, managing partner at the Mindstone Blockchain Labs, the government needs to provide clarity and to do so soon. “For example, the latest order talks about crypto asset service providers? What are they? Unclear,"" Kaya said. “The government wants to access records. It's just how the mechanism is defined. Anything above 10,000 lira will be actively sent to the agency for monitoring financial crimes,” Kaya said. As recently as March, crypto was completely unregulated in the country, and the demand for bitcoin and other virtual currencies was on the rise, fueled by the recent pressure on the Turkish lira. But in mid-April, the government issued a ban on cryptocurrencies for payments that went into effect at the end of the month. Shortly afterward, local cryptocurrency exchanges Thodex and Vebitcoin went offline, prompting the government to speed up regulations.During his appearance on CNN Turkey, Alvan didn't specify when the new AML regulations would take effect.“All in all, we are going to have regulations soon,” Kaya said. ",2021-05-07
3669,The 3iQ CoinShares Bitcoin ETF has reached over C$1 billion (US$823 million) in assets under management (AUM) after only three weeks of trading on the Toronto Stock Exchange.Read more: CoinShares Partners With Canada’s 3iQ to Launch New Bitcoin ETF on TSX,2021-05-07
3670,"Exchange-traded fund (ETF) issuer ClearShares has changed one of its ETF ticker symbols from $BTC back to its original symbol, $PIFI.Last month, the issuer changed the ticker symbol to $BTC at the same time that Grayscale, the world’s largest digital asset manager, took an equity stake in the company. Grayscale is a subsidiary of Digital Currency Group, CoinDesk’s parent company.Neither ClearShares nor Grayscale would comment on whether the ticker conversion was part of a future bitcoin ETF, but Grayscale did say that its ownership stake in ClearShares was part of its “long-term commitment to bring digital currency ETFs to market.”Grayscale has previously listed a number of job openings for ETF specialists.",2021-05-07
3671,"Five strategic investment funds totaling $100 million have launched in a bid to accelerate the growth and development of key projects in Solana's blockchain ecosystem.Funding will go toward projects developing on Solana within the Chinese region, according to a press release shared with CoinDesk on Friday.Three funds from crypto exchange Huobi; Gate.io'sestment arm, Gate Labs; and crypto investment firm NGC Ventures have each contributed $20 million. Huobi’s fund will focus on projects building infrastructure-related products within Solana, while NGC's will be focused on offering mentorships relating to company development, hiring and financial management. Meanwhile, Gate Lab's fund will provide projects access to growth opportunities within new markets, specifically the Asia-Pacific region, per the release. Two additional funds established by the wallet provider MATH Global Foundation and digital asset management group Hash Key have also each invested $20 million.In the context of building on Solana, HashKey's fund will attempt to provide resources and guidance to projects looking to access institutional and retail markets. MATH's fund will take a focus on global investments. See also: Solana Bucked Bitcoin Sell-Off; Upstart Blockchain Challenges Ethereum on Speed, FeesThe foundation has now attracted $140 million in funding, including a $40 million investment from crypto exchanges OKEx and MXC in March.""Solana is ... innovating in the underlying hardware for performance improvement which is rare and valuable,” said Unica Yin, director of Huobi's investment team and Huobi Defi Labs.",2021-05-07
3672,"The U.S. added 266,000 jobs in April, falling well below expectations for a gain of 1 million. The miss could allay concerns that an overheating economy will lead to inflation.The unemployment rate edged up to 6.1% from 6%.The shortfall came despite increased vaccination rates and is bound to tap the brakes on the sentiment that the labor market is improving. With less fear about the economy overheating and interest rates rising, investors may continue to put money into speculative assets like bitcoin.The April numbers follow the previous month's jobs report that stated that 916,000 jobs were added in March.The labor force participation rate – the percentage of the American population that is either working or actively looking for work – ticked up slightly to 61.7% from 61.5% in March.",2021-05-07
3673,"Bitcoin (BTC) held support at around $54,000 after buyers took profits at around the $58,000 resistance level on Thursday. The cryptocurrency was trading at about $56,500 at the time of writing.Although the short-term trend is improving, traders have been quick to take profits on rallies. Slowing momentum is typical of a consolidation phase, which suggests traders are taking a breather following a nearly twofold price increase in BTC over the past year.",2021-05-07
3674,"In one of the biggest personnel shifts yet to the cryptocurrency world from the mainstream financial one, NYDIG said the CFO of Bridgewater Associates, the world's largest hedge fund, has joined the bitcoin financial services firm as its new CFO.",2021-05-07
3675,"Bitcoin was trading sideways on Friday, even as gold rallied to three-month highs amid a renewed drop in U.S. real (inflation-adjusted) bond yields. The cryptocurrency was changing hands at $56,500 at 11:00 UTC, continuing a week-long consolidation in the range of $52,000 to $59,000, according to CoinDesk 20 data. Gold, a traditional store-of-value asset, rose to $1,820 per ounce, the highest level since Feb. 16. The move came a day after the U.S. 10-year Treasury bond real yield fell to a three-month low of -0.88%, per data from the U.S. Treasury Department. ""Lower real rates boost gold which now trades below fair value,"" ByteTree CIO Charlie Morris tweeted Thursday.The collapse in real yields was in large part responsible for risk-taking across financial markets last year, as noted by MarketWatch. In addition, some institutions poured money into bitcoin amid fears over inflation. As such, some crypto market participants became more cautious in late February and early March 2021, after a brief spike in real yields to -0.57%. However, the latest bout of weakness in the inflation-adjusted 10-year yield is struggling so far to push bitcoin higher. Since mid-March, the yield has dropped by 30 basis points, marking a steady increase in inflation-adjusted loss for bond investors. Bitcoin registered a moderate decline of 1% during that time-frame, while gold has responded positively, rising from $1,700 to over $1,800.According to Bank of America, inflows into gold funds amounted to $1.6 billion in the week ended May 5, the largest in three months. In the crypto markets, investor focus has shifted from bitcoin to ether and Ethereum-related projects like decentralized finance and layer 2 scaling. That could be the reason for bitcoin's lackluster performance of late. Ether, the second-largest cryptocurrency by market value, has chalked up more than 60% gains in just the past 12 days. That said, a continued rally in gold may revive spirits in the bitcoin market, as the precious metal led the cryptocurrency higher last year. Gold picked up a strong bid last June and surged to new record highs above $2,000 in August. Bitcoin followed suit in the final quarter, charting a near 90-degree rise to new record highs above $20,000.History may well repeat itself this time because bitcoin funds are again becoming popular. A report earlier this week from digital-asset manager CoinShares showed bitcoin funds and investment products drew $442 million last week, having leaked a record $21 million in the preceding week. While the declining negative real yield is currently painting a bullish picture for bitcoin and gold, some analysts are of the opinion that good times may not last long. Also read: Bitcoin Options Traders Leaning Bearish Despite Price Recovery""The bad news is global tapering has begun,"" analysts at Bank of America said, adding that the process could pick up the pace in the third quarter, according to ForexLive. Tapering refers to the gradual reversal of inflation-boosting stimulus policies implemented by central banks.Should that happen, real yields may rise sharply, diluting the appeal of inflation hedges like bitcoin and gold. ",2021-05-07
